Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Outlet,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Category_Drink,Item_Category_Food,Item_Category_Non-consumable
FDI36,12.792854228644991,0.062041531,196.8426,OUT027,0.0,1.0323700978322172,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
DRH11,5.98,0.07586575599999999,56.6614,OUT018,0.0,0.8782920624785497,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
NCV18,6.775,0.10584117900000001,83.325,OUT017,0.0,0.9275067663151119,6,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
DRI01,7.97,0.034506514,172.6422,OUT049,0.0,1.1744397975661625,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
DRE48,8.43,0.017352667,198.7768,OUT049,0.0,1.0390065818850955,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDS51,13.35,0.032174409,60.4194,OUT035,0.0,0.9988808332020646,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDM38,5.885,0.093296061,50.5982,OUT017,0.0,1.0047208947021007,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDB60,12.792854228644991,0.02838397,193.3136,OUT027,0.0,0.8704928878916989,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY58,11.65,0.039911033,228.9694,OUT035,0.0,0.8745633864615999,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY22,16.5,0.16004458900000001,143.4128,OUT045,0.0,0.9606656003936404,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDF11,12.792854228644991,0.01701625755555556,238.3538,OUT027,0.0,1.0,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDZ51,11.3,0.054542505,97.2094,OUT035,0.0,1.041576045870953,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ45,9.5,0.010978803999999998,182.1608,OUT017,0.0,1.1484958165562407,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDF17,5.19,0.042612828,196.41099999999997,OUT035,0.0,0.9221155216856494,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCF31,12.792854228644991,0.051596351,152.1024,OUT027,0.0,0.9178236816418924,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDA37,7.81,0.055180797000000004,125.2046,OUT013,0.0,0.9215224163213482,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDO51,6.785,0.04049557533333333,43.4112,OUT046,0.0,1.0,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF34,9.3,0.014007727,198.1084,OUT013,0.0,0.9288589939339769,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDD57,18.1,0.022490839,96.0094,OUT018,0.0,0.9334195475672428,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDO37,8.06,0.021376678,229.3326,OUT046,0.0,1.037204470673985,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDR49,8.71,0.139444875,49.8376,OUT049,0.0,1.0382300865716179,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDS39,6.895,0.022495495,142.0812,OUT049,0.0,0.9310779489004872,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDI48,12.792854228644991,0.05544858,52.3666,OUT027,0.0,1.0225960939029586,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
DRM35,9.695,0.07055407799999999,178.9344,OUT049,0.0,1.0006230344340756,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDV57,15.25,0.065884096,181.56599999999997,OUT035,0.0,1.332781932800136,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ55,6.055,0.025387557999999998,161.592,OUT013,0.0,0.9982383517118127,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDI28,14.3,0.026316724,78.1302,OUT035,0.0,0.9294568290847045,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS21,19.85,0.020918489,63.3194,OUT045,0.0,0.8765027781802704,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDT34,9.3,0.1818987179,106.3964,OUT013,0.0,1.0,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRI25,19.6,0.033895032,54.7614,OUT035,0.0,0.9294568268937861,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDT47,5.26,0.041022765,95.2068,OUT010,0.0,1.735253021358896,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
DRH39,20.7,0.092878183,75.167,OUT045,0.0,1.1542447581763011,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCD54,21.1,0.029067775,144.7786,OUT045,0.0,0.9241603350261519,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDU16,12.792854228644991,0.057992904000000005,84.8908,OUT027,0.0,1.136442723215451,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCW29,14.0,0.028921492000000004,129.631,OUT045,0.0,0.8765027617716689,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDV25,12.792854228644991,0.04543117,221.1456,OUT027,0.0,1.0228550239744094,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDM56,16.7,0.07017831599999999,109.6912,OUT035,0.0,0.9587715302501391,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ04,12.792854228644991,0.037771295,64.95100000000001,OUT027,0.0,0.925130822955324,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDG59,12.792854228644991,0.075698157,37.2164,OUT019,0.0,1.7990141210123836,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDI56,7.325,0.093574769,90.3146,OUT045,0.0,0.8765027628962088,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS33,6.67,0.123405255,88.4514,OUT035,0.0,1.1420868017548447,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDC23,18.0,0.017934042,175.7686,OUT049,0.0,1.0006230306068913,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDT11,5.94,0.029418033,185.8556,OUT049,0.0,0.8760887548922829,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDG17,6.865,0.035912897,244.8486,OUT045,0.0,0.9241603400786679,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ44,8.185,0.038807601000000004,117.7808,OUT045,0.0,0.8765027675089252,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDJ52,7.145,0.017772061999999998,160.9578,OUT013,0.0,0.9982383376289136,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRI23,18.85,0.13719695099999998,159.4578,OUT046,0.0,1.141611476076407,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
DRE15,13.35,0.029769107000000003,77.6012,OUT010,0.0,1.77563501583327,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
NCF07,9.0,0.031995886,101.6016,OUT013,0.0,0.9982383390741173,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCR29,7.565,0.054725828,56.293,OUT049,0.0,0.9237238348386856,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDE44,12.792854228644991,0.300078353,48.1692,OUT019,0.0,1.7996017681561571,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDT23,7.72,0.074717347,79.6986,OUT035,0.0,0.9294568263958061,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCG06,16.35,0.029611916000000002,259.0646,OUT017,0.0,1.0047209029834283,6,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCU41,18.85,0.087129095,191.7846,OUT010,0.0,1.5560143944404892,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDH46,6.935,0.041515796,102.8332,OUT017,0.0,0.9348909918888018,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDV31,9.8,0.106628515,177.737,OUT013,0.0,1.0360406048630648,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCT41,12.792854228644991,0.05451688977777778,153.7024,OUT027,0.0,1.0,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDE22,12.792854228644991,0.029429602000000003,160.392,OUT027,0.0,0.8704928708849441,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDC26,10.195,0.12663940199999998,109.5886,OUT045,0.0,0.9315179231507471,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRF51,15.75,0.166776273,36.5506,OUT017,0.0,0.9269054551230693,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCY53,12.792854228644991,0.10239327699999999,113.1544,OUT019,0.0,1.799014124724495,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDY21,15.1,0.174462585,197.71099999999998,OUT017,0.0,1.1481207348507703,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL27,6.17,0.010622102,64.5826,OUT013,0.0,1.0358325065450782,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDZ34,6.695,0.07599649,194.18200000000002,OUT049,0.0,1.1432814638618618,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCF43,8.51,0.0869468,144.347,OUT010,0.0,1.9603217625300793,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDC21,14.6,0.042950697,108.4254,OUT035,0.0,0.8745633866597664,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL26,18.0,0.073131911,156.0972,OUT013,0.0,1.0358324972768147,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT25,7.5,0.08494673,120.5072,OUT010,0.0,1.464116659487479,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
NCR30,20.6,0.0740606844,74.9696,OUT046,0.0,1.0,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
DRL23,12.792854228644991,0.026795874,105.8938,OUT019,0.0,1.6148105832822568,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
NCR05,10.1,0.054715770999999996,197.8084,OUT049,0.0,0.9237238381679573,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
NCE19,8.97,0.093393523,54.0956,OUT018,0.0,0.8782920713274044,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDY07,11.8,0.040626524444444444,44.1402,OUT035,0.0,1.0,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDB10,10.0,0.06446569087500001,235.55900000000003,OUT017,0.0,1.0,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDP57,17.5,0.052400475,105.09899999999999,OUT013,0.0,1.0358550553108967,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU48,12.792854228644991,0.09692550400000001,131.3284,OUT019,0.0,1.5315371994570008,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDH48,13.5,0.060468922,85.25399999999999,OUT035,0.0,1.1863926588221527,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDO33,14.75,0.089305571,115.5518,OUT035,0.0,0.9989697510662271,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCU29,7.685,0.025529117,147.876,OUT045,0.0,0.8765027800296041,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDW35,10.6,0.011089223999999998,41.8454,OUT046,0.0,0.9222898882434677,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH05,14.35,0.152170799,231.9984,OUT010,0.0,1.5560143936932498,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDP26,7.785,0.12035047688888888,104.4306,OUT049,0.0,1.0,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
DRG27,8.895,0.10509081699999999,41.5138,OUT035,0.0,1.027878122112732,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDQ33,13.35,0.091207161,151.8708,OUT046,0.0,1.03613980801034,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH20,16.1,0.041759701,98.041,OUT010,0.0,1.7363844073615078,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDV14,19.85,0.044497478,89.7856,OUT046,0.0,0.9222899246983939,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
DRD01,12.1,0.061175535,54.8614,OUT046,0.0,0.9222899158031674,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
NCI17,8.645,0.1395464888888889,96.441,OUT049,0.0,1.0,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDF39,14.85,0.032657896,263.191,OUT010,0.0,1.7355638436617167,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDX37,16.2,0.063029339,100.47,OUT046,0.0,1.0366184165472008,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCX17,21.25,0.113581951,234.93,OUT035,0.0,0.9988808382364103,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDN03,9.8,0.015077408,250.9408,OUT013,0.0,0.8740008866953235,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCS41,12.85,0.08945432199999999,183.2608,OUT010,0.0,1.7753369347810926,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDH34,8.63,0.031158308,184.2582,OUT045,0.0,0.9241603371587477,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCX53,20.1,0.014998688,142.6154,OUT018,0.0,1.0409182590465618,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDY31,5.98,0.043562851,147.9418,OUT046,0.0,0.8747287870656272,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDD20,14.15,0.020831693000000002,126.4046,OUT017,0.0,1.1667153510497275,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDE51,5.925,0.096662969,45.3086,OUT045,0.0,0.8648078799592553,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDV27,7.97,0.03999003,86.8514,OUT046,0.0,0.8486725097481075,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF16,7.3,0.086116086,148.4076,OUT035,0.0,0.8745633891408638,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ02,6.905,0.038206735,96.1726,OUT049,0.0,0.9310779259627253,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCK05,20.1,0.077611332,63.0536,OUT045,0.0,1.1442901797906004,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDM12,12.792854228644991,0.069578418,190.2214,OUT027,0.0,0.8704928823121676,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCA05,20.75,0.025233002999999997,150.1734,OUT018,0.0,1.0316822968959394,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDX33,9.195,0.117723097,159.5578,OUT045,0.0,1.0010958913871506,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDM25,10.695,0.06327776360000001,176.1712,OUT049,0.0,1.0,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDE41,9.195,0.064274939,85.8566,OUT018,0.0,1.1285319726321192,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDW14,8.3,0.038289031,88.4198,OUT045,0.0,1.1262328797141667,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCD30,19.7,0.026849262999999998,95.8726,OUT046,0.0,1.0361398254212761,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDB23,19.2,0.009354173,226.0062,OUT010,0.0,1.604775692568681,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDF45,18.2,0.012204712,60.1904,OUT046,0.0,0.9990697299388582,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDW20,20.75,0.024286027999999998,124.87299999999999,OUT017,0.0,1.0425818998166734,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDF47,20.85,0.097816206,222.7746,OUT045,0.0,1.001095889172309,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCR05,12.792854228644991,0.09565153900000001,200.4084,OUT019,0.0,1.6148105951344827,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
DRB01,7.39,0.082239384,187.753,OUT046,0.0,1.0313955604766827,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDE36,5.26,0.041737624,164.4868,OUT013,0.0,0.9573363121475715,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU56,16.85,0.044483108,184.2266,OUT049,0.0,1.3326343034337325,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDB23,19.2,0.00559729,224.8062,OUT049,0.0,0.9602553786697929,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDN48,13.35,0.065051711,91.1804,OUT049,0.0,0.8760887623214622,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDS43,11.65,0.040481172999999995,188.024,OUT013,0.0,1.1413557332190847,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCN05,8.235,0.014447638999999998,183.895,OUT013,0.0,0.9982383396079179,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCL53,7.5,0.036291254,176.2028,OUT049,0.0,1.0377507333569564,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDL56,14.1,0.12578060800000002,86.9198,OUT046,0.0,0.9222899178833533,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH17,16.2,0.016721179,96.1726,OUT018,0.0,0.9260469387651749,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDP37,15.6,0.14310595199999998,126.7994,OUT046,0.0,0.8747287924798035,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDG09,12.792854228644991,0.083930246,188.9556,OUT019,0.0,1.5315372065782988,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDA55,17.2,0.057104603,223.1088,OUT045,0.0,0.9241603476579653,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDX31,20.35,0.014848655,234.3958,OUT049,0.0,1.1539691414534339,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDJ41,6.85,0.022929687999999997,261.4594,OUT045,0.0,0.8765027548917594,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRC24,17.85,0.024871616000000003,155.7998,OUT045,0.0,0.9241603287856575,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDQ21,21.25,0.01941956,122.5756,OUT035,0.0,1.02683232165615,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCT54,8.695,0.119778027,93.9094,OUT045,0.0,1.1262328788472493,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDH08,7.51,0.017456177,230.101,OUT049,0.0,0.8760887334786226,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDY38,13.6,0.119661905,233.63,OUT018,0.0,0.9260469344937085,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
DRM11,6.57,0.110586928,261.0278,OUT010,0.0,1.6047028819874232,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
FDG32,19.85,0.17626915199999998,221.6772,OUT049,0.0,0.9237238302288572,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCH18,9.3,0.04466123,245.2802,OUT046,0.0,0.8747287903750033,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDI20,19.1,0.038556467999999997,211.2586,OUT035,0.0,0.8745633955838623,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA33,6.48,0.034037991000000004,147.2076,OUT018,0.0,1.003139527239207,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDN45,19.35,0.11800448699999999,223.3088,OUT013,0.0,0.928858987456469,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT45,15.85,0.095930954,56.0956,OUT010,0.0,1.7350867195302866,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDR32,6.78,0.085791732,228.9694,OUT035,0.0,1.1600581033279227,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA48,12.1,0.115523835,220.8114,OUT017,0.0,1.0047208953906352,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN23,6.575,0.07593486099999999,144.8444,OUT017,0.0,1.0047209002024653,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCR18,15.85,0.020483751,43.2112,OUT035,0.0,0.9988808353630206,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDD45,8.615,0.116248965,94.1436,OUT046,0.0,1.061018797896509,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDI22,12.6,0.096604361,207.0612,OUT018,0.0,0.8782920663417876,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDT09,15.15,0.012794236300000001,132.9284,OUT013,0.0,1.0,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
DRC24,12.792854228644991,0.02470108,154.0998,OUT027,0.0,0.917823683598236,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDT39,6.26,0.009867915,149.1366,OUT046,0.0,0.8747287956152769,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX28,6.325,0.125431986,98.4042,OUT045,0.0,1.2860635171549901,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA50,16.25,0.08753025199999999,95.141,OUT018,0.0,0.8782920645820974,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDT33,12.792854228644991,0.033826055,168.4158,OUT027,0.0,1.1364427135646802,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDQ60,6.195,0.10954449,120.4098,OUT049,0.0,0.9237238345002986,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCM19,12.65,0.04742967,112.0202,OUT018,0.0,1.128531975131188,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDF40,20.25,0.022512132999999997,248.4092,OUT046,0.0,0.9222899010863035,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCI30,20.25,0.058924378,245.046,OUT035,0.0,0.874563393086144,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDK34,13.35,0.038586582,238.0564,OUT049,0.0,1.0388170511280834,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA38,12.792854228644991,0.025356532,239.4538,OUT027,0.0,0.8704928889885594,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT02,12.6,0.024243799,36.9874,OUT045,0.0,1.1431675914016193,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDC11,20.5,0.142594879,87.7172,OUT017,0.0,1.0047208966413939,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD08,8.3,0.035354361,39.9506,OUT046,0.0,0.8747287852588691,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCS29,9.0,0.069545461,262.9884,OUT046,0.0,0.8747287968792852,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
DRI03,6.03,0.038001328,176.6028,OUT010,0.0,1.773951843848099,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
FDK48,7.445,0.037625107000000005,73.2354,OUT035,0.0,1.1713367677458097,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDM52,15.1,0.026033836,149.5076,OUT049,0.0,1.0010720291128026,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDP49,9.0,0.069075897,57.0614,OUT035,0.0,1.027878114680731,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
DRA24,19.35,0.039928237000000005,164.5868,OUT046,0.0,0.8747288026551305,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
NCJ43,6.635,0.027111488,172.5396,OUT049,0.0,1.0388170830753891,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDE11,17.7,0.135369952,183.6924,OUT045,0.0,1.0623364529429435,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDP01,20.75,0.063424403,154.3682,OUT049,0.0,0.9310779359179719,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDQ59,9.8,0.05661623599999999,84.6908,OUT018,0.0,1.1455012432483933,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA43,12.792854228644991,0.11323888800000001,194.5794,OUT019,0.0,1.5315372040420174,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDL14,8.115,0.03234077,154.3972,OUT017,0.0,0.8796766074611075,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDV50,14.3,0.10905363333333333,124.17299999999999,OUT010,0.0,1.0,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDT01,12.792854228644991,0.183275872,210.4902,OUT027,0.0,1.032181775629967,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCC42,15.0,0.044899912,139.9838,OUT035,0.0,0.9294568107817845,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDO28,5.765,0.07229836,118.8098,OUT046,0.0,1.0280725195200633,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDD32,12.792854228644991,0.071666638,80.6276,OUT019,0.0,1.6708999308977686,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDV45,16.75,0.045038920999999996,185.8556,OUT035,0.0,0.9221155152470832,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCW17,12.792854228644991,0.033942792,126.5994,OUT019,0.0,1.5991236449091046,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
NCJ17,12.792854228644991,0.151817729,86.0224,OUT027,0.0,0.8704928790819788,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
